"court_opening_id","court_id","court_opening_desc","court_opening_type_id"
"1804","668","9.00 am","1"
"1805","668","Open until close of Court business.","2"
"1811","670","9.00 am","1"
"1809","670","4.00 pm","2"
"1812","670","9.00 am","3"
"1810","670","4.00 pm","4"
"2645","670","9.00 am","13"
"2646","670","5.00 pm","14"
"1816","671","8.00 am","1"
"1815","671","5.00 pm","2"
"1813","671","9.00 am Crown Court","3"
"1814","671","5.00 pm Crown Court","4"
"1819","672","9.00 am","1"
"1818","672","5.00 pm (4.30 pm Friday) or until all courts have closed whichever is the later","2"
"1820","672","9.00 am","3"
"1817","672","5.00 pm (4.30 pm Friday)","4"
"1823","673","9.00 am","1"
"1821","673","5.00 pm","2"
"1824","673","9.00 am","3"
"1822","673","5.00 pm","4"
"2741","675","9.00 am to 5.00 pm","13"
"2690","676","8.30 am","1"
"2691","676","5.00 pm","2"
"2692","676","9.00 am","3"
"2693","676","5.00 pm","4"
"2485","677","9.00 am","1"
"1828","678","8.30 am","1"
"1827","678","5.30 pm","2"
"1830","679","9.00 am","1"
"1829","679","5.00 pm","2"
"1833","680","9.00 am","1"
"1831","680","4.30 pm","2"
"1834","680","9.00 am","3"
"1832","680","4.30 pm","4"
"1835","681","9.30 am","1"
"1837","681","4.00 pm (3.30 pm Friday or when court finishes)","2"
"1836","681","9.30 am","3"
"1838","681","4.00 pm (3.30 pm Friday)","4"
"1845","683","8.45 am","1"
"1844","683","4.30 pm","2"
"1849","684","8.45 am","1"
"1847","684","4.30 pm","2"
"1850","684","Enquiries Only - 9.00 am","3"
"1848","684","4.00 pm","4"
"2311","686","9.30 am","1"
"2869","686","4.30 pm (4.00 pm on Friday)","2"
"1858","689","8.45 am","1"
"1856","689","4.00 pm","2"
"1862","691","8.30 am","1"
"1861","691","4.30 pm","2"
"1865","692","8.30 am","1"
"1864","692","6.00 pm","2"
"1866","692","9.30 am","3"
"1863","692","4.00 pm","4"
"1869","693","9.30 am","1"
"1868","693","5.00 pm","2"
"1870","693","9.30 am","3"
"1867","693","4.00 pm","4"
"1873","694","by appointment only","1"
"2239","697","10.00 am","3"
"2240","697","4.30 pm","4"
"2696","697","9.00 am - 5.00 pm","13"
"1879","700","10.00 am","1"
"1880","700","4.30 pm","2"
"2243","701","10.00 am","3"
"2244","701","4.30 pm","4"
"2245","701","9.00 am","11"
"2246","701","5.00 pm","12"
"2612","705","9.30 am","1"
"2613","705","4.30 pm","2"
"2614","705","10.00 am","3"
"2615","705","4.30 pm","4"
"2681","705","9.00 am to 5.00 pm","13"
"2529","706","10.00am","3"
"2530","706","4.30pm","4"
"2029","710","9.00 am","1"
"2030","710","4.30 pm","2"
"2031","710","10.00 am","3"
"2032","710","4.30 pm","4"
"2015","711","9.00 am","1"
"2016","711","4.00 pm","2"
"2017","712","9.00 am","1"
"2018","712","4.00 pm","2"
"2021","713","9.00 am","1"
"2022","713","4.00 pm","2"
"2013","714","9.00 am","1"
"2014","714","4.00 pm","2"
"2019","715","9.00 am","1"
"2020","715","4.00 pm","2"
"1881","716","9.00 am","1"
"1882","716","4.30 pm","2"
"1883","716","10.00 am","3"
"1884","716","4.30 pm","4"
"2051","720","Open for Court Hearings only.","1"
"2053","721","9.00 am","1"
"2054","721","5.00 pm","2"
"2055","721","10.00 am","3"
"2056","721","5.00 pm","4"
"2057","722","Open specifically for Court Hearings only.","1"
"2099","723","8.00 am","1"
"2100","723","5.00 pm","2"
"2101","723","9.30 am","3"
"2102","723","4.00 pm","4"
"2103","724","9.00 am","1"
"2104","724","4.00 pm","2"
"2218","726","8.00 am","1"
"2219","726","6.00 pm","2"
"2220","726","9.00 am","15"
"2221","726","5.00 pm","16"
"2537","727","9.00 am","1"
"2538","727","5.00 pm","2"
"2577","727","9.00 am - 5.00 pm","13"
"2422","728","10.00 am","13"
"2528","728","4.15 pm (3.45 pm on Friday)","14"
"2229","729","For court hearings only.","1"
"2233","730","8.30 am","3"
"2234","730","5.00 pm (4.30 pm Friday)","4"
"2247","732","Open for court hearings only.","1"
"2317","733","Open for court hearings only.","1"
"2315","734","Open for court hearings only.","1"
"2521","735","8.30am","1"
"2258","735","5.00 pm","2"
"2259","735","10.00 am","3"
"2260","735","4.00 pm","4"
"2261","735","8.30 am - 10.30 am","23"
"2283","736","8.30 am to 5.00 pm","13"
"2282","736","8.30 am to 4.00 pm","25"
"2284","737","9.00 am to 5.00 pm (Monday - Friday)","27"
"2285","738","9.00 am","1"
"2286","738","4.00 pm","2"
"2287","739","9.00 am","1"
"2288","739","4.00 pm","2"
"2297","740","10.00 am","1"
"2298","740","4.00 pm","2"
"2296","740","10.00 am","3"
"2295","740","4.00 pm","4"
"2301","742","8.30 am","1"
"2299","742","4.00 pm","2"
"2302","742","10.00 am","3"
"2300","742","4.00 pm","4"
"2428","746","9:00 am","1"
"2429","746","5:00 pm","4"
"2443","747","8:30 am Monday - Friday","1"
"2444","747","5 pm (Monday - Thursday) and 4:30 pm Friday","2"
"2710","748","8.30 am","1"
"2711","748","5.00 pm","2"
"2760","748","9.00 am to 5.00 pm","13"
"2501","749","9.00 am","1"
"2502","749","(Monday to Friday) At close of business","2"
"2505","750","8.30 am","1"
"2506","750","5.00 pm","2"
"2511","750","10.00 am","3"
"2512","750","4.00 pm","4"
"2507","750","8.00 am - 10.00 am","23"
"2509","750","9.00 am - 5.00 pm","28"
"2508","750","9.00 am - 4.00 pm","29"
"2513","751","9.30 am","1"
"2514","751","4.00 pm","2"
"2515","751","9.30 am","3"
"2516","751","4.00 pm","4"
"2517","752","The courthouse is only open whilst hearings are taking place.","1"
"2592","754","9.00 am","1"
"2593","754","4.00 pm","2"
"2566","755","9.30 am","1"
"2567","755","4.30 pm (except every 2nd Friday each month at 1.00 pm)","2"
"2568","755","9.30 am","3"
"2569","755","Mon to Thurs 4.00 pm Friday 3.00 pm (except every 2nd Friday each month 12.30 pm)","4"
"2570","756","9:00 am","1"
"2571","756","When Court proceedings complete for the day","2"
"2600","759","9:00 am","1"
"2601","759","5:00 pm","2"
"2604","759","08.00 am","5"
"2605","759","10.00 am","6"
"2631","760","8.30 am","1"
"2632","760","End of business","2"
"2622","1429","9.00 am","1"
"2623","1429","5.00 pm","2"
"2626","1429","8.30 am","5"
"2627","1429","10.30 am","6"
"2628","1429","9.00 am - 5.00 pm","13"
"2635","1430","9.00 am","1"
"2638","1430","4.00 pm","2"
"2636","1430","5.00 pm","2"
"2637","1430","10.00 am","3"
"2671","1431","9.00 am","1"
"2672","1431","5.00 pm (4.30pm on Friday)","2"
"2757","1431","9.00 am to 5.00 pm","13"
"2675","1433","9.00 am","25"
"2676","1433","5.00 pm","26"
"2682","1434","9.00 am to 5.00 pm","13"
"2683","1437","9.00 am","1"
"2684","1437","As per business needs","2"
"2816","1439","9.00 am","1"
"2817","1439","4.00 pm","2"
"2818","1439","9.30 am","11"
"2819","1439","4.00 pm","12"
"2820","1440","9.30 am","1"
"2821","1440","4.00 pm","2"
"2822","1440","9.30 am","3"
"2823","1440","4.00 pm","4"
"2827","1441","8.30 am","1"
"2828","1441","5.00 pm","2"
"2868","1443","9.00 am to 5.00 pm","13"
"2829","1444","10.00","21"
"2830","1444","16.00 (15.30 on Friday)","22"
"2844","1445","8.00 am","1"
"2845","1445","6.00 pm","2"
"2850","1446","9.15 am (Mon-Thurs) 9.00 am (Fri)","1"
"2851","1446","at close of business","2"
"2862","1447","9.30 am","1"
"2863","1447","4.00 pm","2"
"2864","1447","9.30 am","3"
"2865","1447","4.00 pm","4"
"2866","1448","8.30 am","21"
"2867","1448","4.00 pm","22"
"2874","1452","9.00 am","1"
"2872","1452","4.00 pm","2"
"2875","1452","9.00 am","3"
"2873","1452","4.00 pm","4"
"2879","1453","9.00 am","1"
"2878","1453","5.00 pm","2"
"2876","1453","10.00 am","3"
"2877","1453","4.00 pm","4"
"2880","1453","8.30 am","5"
"2881","1453","10.00 am","6"
"2882","1457","8.30 am","1"
